Credit Policy,Purpose,Interest Rate,Installments,Log Annual Income,Annual Income,Debt to Income Ratio,FICO Score,Days with Credit Line,Revolving Balance,Revolving Utilization,Inquiries Last 6 Months,Delinquencies 2 Years,Public Records,Not Fully Paid,Purpose Credit Card,Purpose Debt Consolidation,Purpose Educational,Purpose Home Improvement,Purpose Major Purchase,Purpose Small Business
1,Debt Consolidation,0.1114,557.66,11.23848862,76000.00006,0.0665,762,6840,6542,0.327,1,0,0,1,0,1,0,0,0,0
1,Debt Consolidation,0.0894,158.86,10.08580911,24000.00002,0.192,727,1950,5089,0.565,0,0,0,0,0,1,0,0,0,0
1,Debt Consolidation,0.1461,172.38,11.00209984,59999.99993,0.2092,712,5675,3179,0.206,1,0,0,0,0,1,0,0,0,0
1,All Other,0.0774,185.76,10.71441777,45000.00006,0.1139,792,4410,711,0.025,1,0,0,0,0,0,0,0,0,0
1,All Other,0.0774,56.2,10.2111193,27203.99999,0.0146,787,5490,2701,0.032,4,0,0,0,0,0,0,0,0,0
1,Debt Consolidation,0.1183,614.64,10.66895539,42999.9998,0.0586,732,4650,10133,0.256,2,0,0,0,0,1,0,0,0,0
1,Debt Consolidation,0.1774,432.26,11.08214255,65000.00007,0.2413,677,5100,19714,0.976,0,0,0,0,0,1,0,0,0,0
1,Credit Card,0.0859,79.03,11.35040654,85000.00038,0.2353,732,7170,80572,0.714,0,0,0,0,1,0,0,0,0,0
1,Debt Consolidation,0.1322,304.21,10.96819829,58000.00003,0.169,677,4290,11274,0.725,3,0,0,0,0,1,0,0,0,0
1,All Other,0.1287,319.52,11.91839057,149999.9995,0.025,697,5070,3267,0.121,0,0,0,0,0,0,0,0,0,0
1,Credit Card,0.1114,57.41,9.998797732,21999.99999,0.0802,722,2190,1838,0.149,0,0,0,0,1,0,0,0,0,0
1,Small Business,0.1843,305.51,10.4125917,33276.00015,0.0418,667,1800,3244,0.737,1,0,0,0,0,0,0,0,0,1
1,Credit Card,0.1114,98.42,10.08580911,24000.00002,0.087,722,1830,6941,0.392,0,0,0,0,1,0,0,0,0,0
1,Debt Consolidation,0.1531,870.39,11.00209984,59999.99993,0.2238,697,4290,42430,0.818,0,0,0,0,0,1,0,0,0,0
1,All Other,0.1496,554.32,11.00209984,59999.99993,0.2154,677,12480,36095,0.659,1,1,0,0,0,0,0,0,0,0
1,Debt Consolidation,0.1218,832.5,11.53751466,102489.4002,0.0749,737,7500,67492,0.557,0,0,0,0,0,1,0,0,0,0
1,All Other,0.1357,169.85,10.2181523,27396.0001,0.2142,677,1890,8817,0.76,1,0,0,0,0,0,0,0,0,0
1,Credit Card,0.0774,93.66,11.25507141,77270.79968,0.0733,742,10230,37721,0.646,0,0,0,0,1,0,0,0,0,0
1,Debt Consolidation,0.1357,95.12,11.09922655,66119.99987,0.1116,672,5730,26343,0.834,1,0,0,0,0,1,0,0,0,0
1,Small Business,0.1496,866.13,11.22524339,74999.99981,0.063,792,7020,3793,0.143,2,0,0,0,0,0,0,0,0,1
1,Credit Card,0.0894,508.35,11.23843599,75996.00028,0.0679,772,5010,7254,0.154,1,0,0,0,1,0,0,0,0,0
1,Credit Card,0.16,878.94,11.28983191,80003.99981,0.1783,682,5160,17426,0.522,2,0,0,0,1,0,0,0,0,0
1,All Other,0.1218,166.5,10.43399815,33996.00001,0.0222,697,2520,2070,0.609,3,0,0,0,0,0,0,0,0,0
1,Debt Consolidation,0.0859,410.94,10.75363848,46799.99991,0.0287,782,6630,6049,0.191,0,0,0,0,0,1,0,0,0,0
1,Credit Card,0.1183,457.25,10.91508846,54999.99977,0.2086,717,4470,21981,0.596,1,0,0,0,1,0,0,0,0,0
1,Debt Consolidation,0.1253,284.47,11.01856357,60996.00017,0.1611,697,2460,9836,0.698,1,0,0,0,0,1,0,0,0,0
1,Debt Consolidation,0.1461,827.41,11.82041016,135999.9994,0.2194,697,4440,124784,0.732,0,0,0,0,0,1,0,0,0,0
1,All Other,0.074,139.77,11.39657141,89016.00019,0.0677,787,5820,6986,0.123,0,0,0,0,0,0,0,0,0,0
1,Home Improvement,0.1218,499.5,11.30220443,80999.9997,0.131,767,4291,7135,0.083,1,0,0,0,0,0,0,1,0,0
1,Major Purchase,0.0774,218.54,11.56171563,105000.0001,0.0727,767,10440,7283,0.076,0,0,0,0,0,0,0,0,1,0
1,Debt Consolidation,0.0774,280.97,10.91508846,54999.99977,0.0993,777,6240,3940,0.089,1,0,0,0,0,1,0,0,0,0
1,All Other,0.074,217.42,10.73639668,46000.00021,0.2387,772,2912,1095,0.052,2,0,0,0,0,0,0,0,0,0
1,Home Improvement,0.1183,516.89,11.22524339,74999.99981,0.1726,732,5880,256,0.017,0,0,1,0,0,0,0,1,0,0
1,All Other,0.1426,205.84,10.60905725,40499.99987,0.2083,697,1260,12,0.015,2,0,0,0,0,0,0,0,0,0
1,All Other,0.1426,144.09,10.12647109,24995.99997,0.0514,687,3420,0,0,3,2,0,0,0,0,0,0,0,0
1,Debt Consolidation,0.1635,883.23,11.88446143,144995.9993,0.1432,682,4620,30427,0.869,1,0,0,0,0,1,0,0,0,0
1,Debt Consolidation,0.167,887.54,11.91839057,149999.9995,0.2477,677,8671,56883,0.933,1,1,0,0,0,1,0,0,0,0
1,Credit Card,0.1218,333,11.1844214,72000.00014,0.1382,712,5670,36014,0.661,3,0,0,0,1,0,0,0,0,0
1,Credit Card,0.1357,339.69,10.71441777,45000.00006,0.0875,682,6360,24223,0.727,0,0,0,0,1,0,0,0,0,0
1,Debt Consolidation,0.16,878.94,11.48246626,97000.00024,0.1506,697,6150,62551,0.901,0,0,0,0,0,1,0,0,0,0
1,All Other,0.1531,835.57,11.73606902,125000.0005,0.1171,682,5910,36598,0.744,0,0,0,1,0,0,0,0,0,0
1,All Other,0.0774,187.32,11.22524339,74999.99981,0.229,752,9000,63299,0.649,2,0,0,0,0,0,0,0,0,0
1,Credit Card,0.16,492.21,10.75363848,46799.99991,0.0951,687,2040,14401,0.929,0,0,0,0,1,0,0,0,0,0
1,Debt Consolidation,0.1148,131.88,10.73639668,46000.00021,0.2293,717,3690,0,0,0,0,0,0,0,1,0,0,0,0
1,Debt Consolidation,0.16,421.89,11.73606902,125000.0005,0.2385,662,6090,61956,0.856,2,1,0,0,0,1,0,0,0,0
1,Debt Consolidation,0.0894,317.72,10.53209621,37499.99993,0.1373,787,5040,417,0.032,2,0,0,0,0,1,0,0,0,0
1,Debt Consolidation,0.16,189.85,10.81977828,49999.99978,0.1061,662,3120,1487,0.929,0,0,0,0,0,1,0,0,0,0
1,All Other,0.1392,682.74,11.35035948,84996.00038,0.1261,707,6420,197,0.005,2,0,0,0,0,0,0,0,0,0
1,All Other,0.1183,397.61,11.28978191,79999.99971,0.189,732,3660,11061,0.461,1,0,0,1,0,0,0,0,0,0
1,Debt Consolidation,0.1322,669.26,11.58058411,106999.9996,0.1705,707,3990,23075,0.673,0,0,0,1,0,1,0,0,0,0
1,Small Business,0.1392,102.42,12.20607265,200000.0009,0.0535,727,5310,5415,0.128,1,1,1,0,0,0,0,0,0,1
1,Debt Consolidation,0.0774,288.78,11.1124479,67000.00011,0.0817,777,5790,18147,0.167,1,0,0,1,0,1,0,0,0,0
1,Credit Card,0.1253,317.93,11.00209984,59999.99993,0.0542,702,2130,13228,0.456,0,0,0,0,1,0,0,0,0,0
1,Small Business,0.1531,278.53,10.91508846,54999.99977,0.1966,752,3240,39644,0.103,1,0,0,0,0,0,0,0,0,1
1,Debt Consolidation,0.1392,307.24,10.30895266,29999.99998,0.1204,692,1444,7171,0.593,0,0,0,0,0,1,0,0,0,0
1,All Other,0.1253,568.93,11.22524339,74999.99981,0.1415,727,3180,4071,0.302,1,0,0,0,0,0,0,0,0,0
1,Debt Consolidation,0.1461,629.18,10.66886237,42996.00012,0.2023,702,4440,28607,0.95,2,0,0,0,0,1,0,0,0,0
1,Debt Consolidation,0.1496,55.44,11.00209984,59999.99993,0.0642,692,1860,4050,0.988,2,0,0,0,0,1,0,0,0,0
1,Home Improvement,0.1183,497.01,10.49127422,36000.00009,0.1227,742,2880,0,0,2,0,0,0,0,0,0,1,0,0
1,All Other,0.1531,97.49,9.61580548,15000,0.068,667,1110,456,0.228,1,2,0,0,0,0,0,0,0,0
1,Debt Consolidation,0.1426,154.38,10.59663473,39999.99988,0.0234,687,1560,1847,0.42,1,0,0,0,0,1,0,0,0,0
1,Home Improvement,0.0894,95.32,10.89673933,54000.00024,0.0744,717,4380,9166,0.27,1,1,0,0,0,0,0,1,0,0
1,Small Business,0.16,703.15,11.60823564,109999.9995,0.1813,717,10740,22784,0.82,0,0,0,1,0,0,0,0,0,1
1,All Other,0.1114,49.21,9.769727562,17495.99999,0.2037,712,2610,5013,0.687,0,0,0,1,0,0,0,0,0,0
1,Home Improvement,0.1183,662.68,11.46163217,94999.99994,0.0424,747,6750,15773,0.482,2,0,0,1,0,0,0,1,0,0
1,Debt Consolidation,0.1531,417.79,10.81985828,50003.99994,0.0559,667,1830,6804,0.74,1,0,0,0,0,1,0,0,0,0
1,Debt Consolidation,0.1148,659.37,11.51292546,99999.9995,0.1102,752,3240,1492,0.061,3,0,0,0,0,1,0,0,0,0
1,Debt Consolidation,0.1287,815.61,11.81303006,135000.0003,0.0808,717,3840,26361,0.732,1,0,0,1,0,1,0,0,0,0
1,Credit Card,0.1913,201.97,11.87756858,144000.0002,0.0358,662,5130,0,0.744,1,0,0,0,1,0,0,0,0,0
1,Debt Consolidation,0.1253,150.6,11.00209984,59999.99993,0.0112,687,7500,1916,0.435,0,0,1,1,0,1,0,0,0,0
1,Debt Consolidation,0.1461,163.76,9.546812609,14000.00001,0.1071,677,1140,3798,0.506,2,0,0,0,0,1,0,0,0,0
1,All Other,0.0859,177.02,11.8277654,137003.9998,0.1215,737,6600,38084,0.81,3,0,0,1,0,0,0,0,0,0
1,All Other,0.1287,840.83,10.93310697,56000.00002,0.0996,717,4478,9880,0.721,0,0,0,0,0,0,0,0,0,0
1,Debt Consolidation,0.1218,532.8,11.00209984,59999.99993,0.164,712,6960,12295,0.385,0,0,0,0,0,1,0,0,0,0
1,Debt Consolidation,0.1322,515.46,10.59663473,39999.99988,0.2241,697,5010,14876,0.561,1,0,0,1,0,1,0,0,0,0
1,Debt Consolidation,0.1253,261.04,10.54534144,38000.00005,0.1642,717,1860,25608,0.659,0,0,0,0,0,1,0,0,0,0
1,All Other,0.1253,184.07,10.30895266,29999.99998,0.162,687,3090,23509,0.548,0,0,0,0,0,0,0,0,0,0
1,Debt Consolidation,0.1392,443.78,10.96812932,57995.99991,0.1924,682,4950,17599,0.283,3,2,0,0,0,1,0,0,0,0
1,All Other,0.1322,101.41,10.49127422,36000.00009,0.2243,677,5370,12905,0.812,1,0,1,0,0,0,0,0,0,0
1,Debt Consolidation,0.1357,407.63,12.04355372,170000.0007,0.0551,712,8250,31895,0.666,3,0,0,0,0,1,0,0,0,0
1,Debt Consolidation,0.1322,270.41,10.30895266,29999.99998,0.1176,682,2139,9036,0.829,0,0,0,0,0,1,0,0,0,0
1,Credit Card,0.1357,190.23,11.15625052,69999.99993,0.1747,692,7831,48280,0.977,3,0,0,0,1,0,0,0,0,0
1,Credit Card,0.0751,186.66,11.71177632,121999.9995,0.0146,747,4569,10817,0.496,1,0,0,0,1,0,0,0,0,0
1,All Other,0.1531,191.49,10.66895539,42999.9998,0.0028,677,3390,68,0.025,0,0,0,0,0,0,0,0,0,0
1,Debt Consolidation,0.1183,662.68,11.1124479,67000.00011,0.1195,742,6030,19086,0.674,1,0,0,0,0,1,0,0,0,0
1,Credit Card,0.1183,596.41,11.75978554,127999.9996,0.1292,742,6810,12204,0.646,4,0,0,0,1,0,0,0,0,0
1,All Other,0.0894,476.58,11.53272809,101999.9998,0.0621,772,4110,4054,0.06,2,0,0,0,0,0,0,0,0,0
1,Credit Card,0.074,65.23,11.6351431,113000.0003,0.1319,747,4230,19548,0.372,0,0,0,0,1,0,0,0,0,0
1,Debt Consolidation,0.1253,301.2,11.88448902,144999.9998,0.0976,722,5400,110441,0.966,0,0,0,1,0,1,0,0,0,0
1,Small Business,0.16,281.26,11.40756495,90000.00006,0.0603,702,6690,362,0.362,1,0,0,0,0,0,0,0,0,1
1,Home Improvement,0.0894,508.35,11.69524702,119999.9998,0.0785,772,8760,92944,0.206,0,0,0,0,0,0,0,1,0,0
1,Credit Card,0.1218,399.6,10.59663473,39999.99988,0.1986,707,3510,9777,0.724,2,0,0,0,1,0,0,0,0,0
1,All Other,0.1531,261.12,10.51867319,36999.99994,0.2115,662,2910,722,0.602,2,0,0,1,0,0,0,0,0,0
1,Debt Consolidation,0.1218,266.4,10.81977828,49999.99978,0.0854,702,2280,7690,0.656,0,0,0,0,0,1,0,0,0,0
1,Major Purchase,0.0894,158.86,10.54534144,38000.00005,0.1854,727,4020,13862,0.745,0,0,0,0,0,0,0,0,1,0
1,Debt Consolidation,0.1461,706.74,11.00209984,59999.99993,0.2386,687,8071,4503,0.357,1,3,0,0,0,1,0,0,0,0
1,Debt Consolidation,0.1183,238.57,11.15619338,69996.00024,0.2333,707,5070,31485,0.644,3,0,0,0,0,1,0,0,0,0
1,Major Purchase,0.0894,206.52,11.11654398,67275.0003,0.1249,777,3633,21760,0.632,0,0,0,0,0,0,0,0,1,0
1,Debt Consolidation,0.1565,874.66,11.51292546,99999.9995,0.1402,692,4560,24594,0.643,0,0,0,0,0,1,0,0,0,0
1,All Other,0.074,77.65,10.37349118,31999.99994,0.1148,762,2910,1641,0.149,0,0,0,0,0,0,0,0,0,0
1,All Other,0.0894,222.41,10.71441777,45000.00006,0.152,722,3631,5764,0.315,1,0,0,1,0,0,0,0,0,0
1,Debt Consolidation,0.16,281.26,11.00209984,59999.99993,0.0678,672,4080,0,0,2,1,0,0,0,1,0,0,0,0
1,Major Purchase,0.1392,51.21,10.37349118,31999.99994,0.0409,682,2550,286,0.357,2,0,0,0,0,0,0,0,1,0
1,Debt Consolidation,0.1253,200.8,11.15619338,69996.00024,0.1728,687,4800,33711,0.816,2,0,0,0,0,1,0,0,0,0
1,Credit Card,0.1253,60.24,10.23995979,28000.00002,0.1521,677,2700,4293,0.66,2,0,0,0,1,0,0,0,0,0
1,Credit Card,0.1114,213.23,11.13458902,68499.99971,0.0343,717,7779,9846,0.597,1,0,0,0,1,0,0,0,0,0
1,Educational,0.074,86.97,10.81769612,49896.00009,0.0796,807,14310,562,0.01,0,0,0,0,0,0,1,0,0,0
1,All Other,0.0859,105.9,11.00209984,59999.99993,0.2254,727,4500,32143,0.617,0,0,0,0,0,0,0,0,0,0
1,Debt Consolidation,0.167,319.52,10.91508846,54999.99977,0.0683,662,1140,8419,0.658,0,0,0,0,0,1,0,0,0,0
1,All Other,0.1392,819.29,11.28978191,79999.99971,0.0967,742,3480,254,0.011,6,0,0,0,0,0,0,0,0,0
1,Debt Consolidation,0.1426,205.84,11.15619338,69996.00024,0.184,682,3963,9442,0.926,2,0,0,0,0,1,0,0,0,0
1,All Other,0.0859,195.99,11.00209984,59999.99993,0.191,742,5430,9367,0.367,0,0,0,0,0,0,0,0,0,0
1,All Other,0.1322,202.81,10.34817337,31199.99988,0.1796,712,1440,766,0.511,0,0,0,0,0,0,0,0,0,0
1,Home Improvement,0.1392,256.03,11.74403719,126000.0005,0.1186,677,4620,20685,0.729,1,1,0,0,0,0,0,1,0,0
1,Debt Consolidation,0.1218,832.5,10.73630972,45996.00022,0.113,747,6930,13873,0.155,4,0,0,0,0,1,0,0,0,0
1,Debt Consolidation,0.1253,120.48,10.78915411,48491.99976,0.2447,692,2160,15888,0.757,0,0,0,1,0,1,0,0,0,0
1,Credit Card,0.1357,203.82,11.31447453,82000.00031,0.1993,697,6930,52116,0.953,0,0,0,0,1,0,0,0,0,0
1,Debt Consolidation,0.1183,397.61,11.71177632,121999.9995,0.1102,712,8888,38771,0.385,1,0,0,0,0,1,0,0,0,0
1,All Other,0.16,140.63,10.62619354,41200.00019,0.1963,667,1470,5277,0.977,1,0,0,0,0,0,0,0,0,0
1,Debt Consolidation,0.1218,333,10.59653473,39996.00008,0.2301,772,4500,0,0.0534,2,0,0,0,0,1,0,0,0,0
1,All Other,0.0894,222.41,10.46310334,34999.99998,0.1049,757,2821,15269,0.767,0,0,0,0,0,0,0,0,0,0
1,Debt Consolidation,0.1461,137.91,10.81977828,49999.99978,0.1001,692,2760,1412,0.941,0,0,0,0,0,1,0,0,0,0
1,Debt Consolidation,0.1322,236.61,11.28978191,79999.99971,0.0022,812,11520,182,0.036,2,0,0,0,0,1,0,0,0,0
1,Debt Consolidation,0.1426,428.83,10.40426284,32999.99999,0.0811,692,3960,16941,0.365,2,0,0,0,0,1,0,0,0,0
1,Credit Card,0.0894,155.69,10.81977828,49999.99978,0.1066,757,3301,5076,0.227,0,0,0,0,1,0,0,0,0,0
1,All Other,0.074,124.24,10.87237073,52699.99976,0.1724,782,9090,2765,0.094,1,0,0,0,0,0,0,0,0,0
1,Major Purchase,0.0859,292.4,10.12647109,24995.99997,0.229,757,2102,3803,0.117,1,0,0,0,0,0,0,0,1,0
1,Small Business,0.1531,478.71,10.20492459,27035.99999,0.1553,737,1770,48,0.018,0,0,0,0,0,0,0,0,0,1
1,Educational,0.1426,377.37,11.72803684,123999.9994,0.163,692,13170,62587,0.774,3,0,0,0,0,0,1,0,0,0
1,Home Improvement,0.0774,312.19,11.30713055,81399.99984,0.126,772,5070,12212,0.19,2,0,0,0,0,0,0,1,0,0
1,Debt Consolidation,0.1496,623.61,11.53272809,101999.9998,0.2045,697,6210,45410,0.412,0,0,0,0,0,1,0,0,0,0
1,Small Business,0.1635,537.01,10.6454249,42000.00011,0.1857,707,7710,21389,0.699,1,0,0,0,0,0,0,0,0,1
1,Debt Consolidation,0.1426,168.1,11.06663836,63999.99985,0.129,687,1140,2628,0.469,1,0,0,0,0,1,0,0,0,0
1,Credit Card,0.1287,235.44,10.03801845,22880.0001,0.1956,707,3000,12315,0.947,1,0,0,0,1,0,0,0,0,0
1,Debt Consolidation,0.1565,195.93,11.77528973,130000.0001,0.0694,667,7230,9044,0.932,0,0,0,0,0,1,0,0,0,0
1,Debt Consolidation,0.1774,720.42,12.20607265,200000.0009,0.0889,662,5070,24724,0.461,3,2,0,1,0,1,0,0,0,0
1,Debt Consolidation,0.1253,811.56,12.20607265,200000.0009,0.1084,727,5580,72210,0.737,0,0,0,0,0,1,0,0,0,0
1,All Other,0.0894,63.55,11.22524339,74999.99981,0.0718,752,1740,0,0,4,0,0,0,0,0,0,0,0,0
1,Debt Consolidation,0.1183,331.34,10.4125917,33276.00015,0.0956,747,3300,9424,0.504,0,0,0,0,0,1,0,0,0,0
1,All Other,0.1148,395.63,10.30895266,29999.99998,0.182,737,3000,434,0.033,1,1,0,0,0,0,0,0,0,0
1,Debt Consolidation,0.1183,795.22,11.40756495,90000.00006,0.1021,752,9510,54147,0.535,0,0,0,1,0,1,0,0,0,0
1,Home Improvement,0.1496,173.23,11.25161265,77004.00019,0.1699,662,8550,9586,0.415,2,4,0,0,0,0,0,1,0,0
1,Debt Consolidation,0.1496,173.23,11.60823564,109999.9995,0.1192,667,3570,21753,0.906,2,1,0,0,0,1,0,0,0,0
1,Debt Consolidation,0.1392,348.2,10.91508846,54999.99977,0.1975,687,4290,7201,0.923,0,0,0,0,0,1,0,0,0,0
1,Debt Consolidation,0.1322,40.57,10.03819326,22884.00011,0.1054,682,1710,4826,0.575,2,0,0,0,0,1,0,0,0,0
1,Debt Consolidation,0.1565,174.94,10.12647109,24995.99997,0.1839,677,1530,663,0.51,1,1,0,1,0,1,0,0,0,0
1,Debt Consolidation,0.1287,164.81,11.21182037,73999.99984,0.0598,707,5730,3052,0.763,0,0,0,0,0,1,0,0,0,0
1,Debt Consolidation,0.167,674.53,10.88743693,53499.99985,0.1987,667,3905,17176,0.734,1,0,0,1,0,1,0,0,0,0
1,Debt Consolidation,0.0894,508.35,10.91508846,54999.99977,0.0938,777,5940,16018,0.38,0,0,0,0,0,1,0,0,0,0
1,All Other,0.074,82.31,9.210340372,10000,0.012,807,3900,82,0.023,0,0,0,1,0,0,0,0,0,0
1,Home Improvement,0.1183,132.54,10.71441777,45000.00006,0.0843,742,1290,450,0.017,2,0,0,0,0,0,0,1,0,0
1,Major Purchase,0.0705,92.7,10.1266311,24999.9999,0.0816,777,2910,415,0.068,1,0,0,0,0,0,0,0,1,0
1,Debt Consolidation,0.1392,273.1,10.63535051,41578.99995,0.2369,682,5250,9728,0.919,0,0,0,0,0,1,0,0,0,0
1,All Other,0.1357,237.78,10.59653473,39996.00008,0.1632,702,4470,911,0.455,0,1,0,0,0,0,0,0,0,0
1,All Other,0.074,93.18,10.59663473,39999.99988,0.0555,757,7950,13315,0.614,0,0,0,0,0,0,0,0,0,0
1,All Other,0.1218,166.5,10.91508846,54999.99977,0.2245,702,1800,16957,0.67,3,0,0,1,0,0,0,0,0,0
1,Debt Consolidation,0.1287,420.42,10.54534144,38000.00005,0.1039,707,3120,12343,0.678,0,0,0,1,0,1,0,0,0,0
1,All Other,0.0859,63.23,10.27090459,28879.99991,0.1596,732,1830,4545,0.162,0,0,0,0,0,0,0,0,0,0
1,Debt Consolidation,0.1114,82.01,11.15625052,69999.99993,0.1809,712,8130,14482,0.842,0,0,0,1,0,1,0,0,0,0
1,Debt Consolidation,0.1357,611.44,11.05089001,63000.00029,0.244,697,4202,19525,0.59,1,0,0,0,0,1,0,0,0,0
1,Small Business,0.1704,89.19,10.81977828,49999.99978,0.1366,692,3870,11999,0.968,1,0,0,0,0,0,0,0,0,1
1,Educational,0.0774,93.66,9.546812609,14000.00001,0.2151,757,2130,2520,0.133,0,0,0,0,0,0,1,0,0,0
1,All Other,0.1461,275.81,11.69524702,119999.9998,0,687,5190,0,0,0,0,0,0,0,0,0,0,0,0
1,Debt Consolidation,0.1426,686.12,11.22524339,74999.99981,0.0802,687,3480,15278,0.764,3,0,0,0,0,1,0,0,0,0
1,Debt Consolidation,0.1531,348.16,10.49127422,36000.00009,0.1483,667,1770,6922,0.744,2,0,0,0,0,1,0,0,0,0
1,Educational,0.074,93.18,11.38509209,87999.9997,0.0558,792,5070,0,0,0,0,0,0,0,0,1,0,0,0
1,Debt Consolidation,0.1322,507.01,11.53272809,101999.9998,0.0664,697,5012,9271,0.471,1,0,0,0,0,1,0,0,0,0
1,Credit Card,0.1287,645.76,11.28978191,79999.99971,0.1093,742,2610,222,0.028,0,1,0,1,1,0,0,0,0,0
1,All Other,0.074,186.36,11.55718156,104525.0004,0.0123,807,5312,19647,0.274,0,0,0,0,0,0,0,0,0,0
1,Major Purchase,0.074,83.86,11.51192496,99899.99954,0.0018,802,6180,1269,0.02,2,0,0,0,0,0,0,0,1,0
1,All Other,0.1114,262.43,11.35040654,85000.00038,0.1739,727,3120,19388,0.486,0,0,0,0,0,0,0,0,0,0
1,All Other,0.1148,659.37,11.21182037,73999.99984,0.1406,797,4230,177,0.014,0,0,0,0,0,0,0,0,0,0
1,Debt Consolidation,0.1183,477.13,11.46163217,94999.99994,0.1152,717,7680,19757,0.301,3,0,0,0,0,1,0,0,0,0
1,All Other,0.0894,190.63,10.08580911,24000.00002,0.0805,727,3060,2489,0.156,0,0,0,0,0,0,0,0,0,0
1,All Other,0.1322,507.01,10.30895266,29999.99998,0.17,702,4770,0,0,0,0,0,0,0,0,0,0,0,0
1,All Other,0.1357,163.05,11.09741002,65999.99993,0.0629,697,3540,500,0.25,0,0,0,0,0,0,0,0,0,0
1,All Other,0.1183,79.53,10.81577026,49799.99985,0.0694,702,3600,107,0.089,1,0,0,0,0,0,0,0,0,0
1,All Other,0.1635,529.94,12.25486281,210000.0001,0.1933,672,6030,26388,0.942,1,0,1,1,0,0,0,0,0,0
1,Debt Consolidation,0.0894,285.95,10.51867319,36999.99994,0.0451,742,6930,8321,0.307,0,0,0,0,0,1,0,0,0,0
1,Debt Consolidation,0.0894,532.18,10.71441777,45000.00006,0.1381,787,7950,2669,0.222,0,0,0,0,0,1,0,0,0,0
1,Debt Consolidation,0.1461,517.13,10.91508846,54999.99977,0.0674,677,5222,306,0.382,1,3,0,0,0,1,0,0,0,0
1,Debt Consolidation,0.1531,417.79,11.13453063,68496.00011,0.131,672,4020,14606,0.924,1,1,0,0,0,1,0,0,0,0
1,Debt Consolidation,0.1253,267.74,10.75798798,47003.99984,0.229,697,3660,7013,0.548,1,0,0,0,0,1,0,0,0,0
1,Credit Card,0.1565,174.94,10.81977828,49999.99978,0.0814,667,1321,20111,0.508,3,0,0,0,1,0,0,0,0,0
1,Debt Consolidation,0.1357,169.85,10.29768947,29664.00005,0.1553,682,3330,3262,0.932,2,0,0,1,0,1,0,0,0,0
1,Debt Consolidation,0.0894,476.58,11.40756495,90000.00006,0.0899,782,10200,17908,0.203,1,0,0,0,0,1,0,0,0,0
1,Debt Consolidation,0.1218,499.5,11.60823564,109999.9995,0.0578,722,7230,33436,0.506,0,0,0,0,0,1,0,0,0,0
1,Home Improvement,0.1809,361.96,11.26830288,78299.99985,0.2169,667,3330,67776,0.982,2,0,0,0,0,0,0,1,0,0
1,Credit Card,0.1253,535.47,10.87804719,52999.99987,0.2296,717,5970,16902,0.88,0,0,0,0,1,0,0,0,0,0
1,Major Purchase,0.0894,38.13,10.08580911,24000.00002,0.229,727,2370,6675,0.233,1,0,0,0,0,0,0,0,1,0
1,Small Business,0.1496,788.18,11.00209984,59999.99993,0.073,782,4620,2247,0.186,0,0,0,1,0,0,0,0,0,1
1,Debt Consolidation,0.0894,317.72,11.40756495,90000.00006,0.1047,767,9630,93093,0.014,0,0,0,0,0,1,0,0,0,0
1,Major Purchase,0.1392,273.1,11.35035948,84996.00038,0.0599,682,2942,3634,0.559,0,1,0,0,0,0,0,0,1,0
1,Educational,0.1218,832.5,11.28978191,79999.99971,0.1236,737,4980,47256,0.316,1,0,0,1,0,0,1,0,0,0
1,All Other,0.1218,333,11.14481394,69203.99976,0.1822,712,5820,17604,0.721,0,0,0,0,0,0,0,0,0,0
1,All Other,0.0774,280.97,11.68687877,118999.9998,0.0847,787,6121,2525,0.073,0,0,0,0,0,0,0,0,0,0
1,Debt Consolidation,0.1322,540.81,11.00209984,59999.99993,0.1176,707,4200,8834,0.707,0,1,0,0,0,1,0,0,0,0
1,Home Improvement,0.1287,201.8,10.77895629,48000.00001,0,717,4110,0,0,2,2,0,0,0,0,0,1,0,0
1,Debt Consolidation,0.1392,512.06,10.46310334,34999.99998,0.145,682,3540,17717,0.674,3,0,0,0,0,1,0,0,0,0
1,Debt Consolidation,0.1253,401.6,11.22524339,74999.99981,0.0374,722,7501,23762,0.445,2,0,0,0,0,1,0,0,0,0
1,Debt Consolidation,0.1253,334.67,11.06663836,63999.99985,0.1078,702,4800,26373,0.785,1,1,0,0,0,1,0,0,0,0
1,All Other,0.1218,333,11.00209984,59999.99993,0.0282,712,3330,1250,0.056,1,0,0,0,0,0,0,0,0,0
1,Credit Card,0.1287,454.05,11.25813644,77508.00032,0.1588,702,8580,14255,0.577,0,0,0,0,1,0,0,0,0,0
1,Small Business,0.1982,185.37,10.85892207,51995.99992,0.0553,692,1482,1025,0.223,1,0,0,0,0,0,0,0,0,1
1,Major Purchase,0.1253,802.36,10.81769612,49896.00009,0.1246,757,3931,0,0,2,0,0,1,0,0,0,0,1,0
1,Small Business,0.1635,883.23,11.28983191,80003.99981,0.0981,712,4350,24425,0.726,0,0,0,0,0,0,0,0,0,1
1,Home Improvement,0.0894,476.58,11.26446411,78000.00034,0.1382,777,6840,737,0.057,3,0,0,0,0,0,0,1,0,0
1,Debt Consolidation,0.1287,403.6,11.15625052,69999.99993,0.2247,697,4080,13260,0.666,2,0,0,1,0,1,0,0,0,0
