Credit Policy,Purpose,Interest Rate,Installments,Log Annual Income,Annual Income,Debt to Income Ratio,FICO Score,FICO Score Bucket,Days with Credit Line,Revolving Balance,Revolving Utilization,Inquiries Last 6 Months,Delinquencies 2 Years,Public Records,Not Fully Paid,,,,
1,Major Purchase,10.95%,$98.15,10.98026315,"$58,704.00",7.40%,722,701-750,5040,"$11,855.00",76.00%,2,1,0,1,,,,
1,Credit Card,16.32%,$882.84,12.56024446,"$285,000.00",14.67%,687,651-700,7320,"$95,324.00",96.40%,0,0,0,0,,,,
1,All Other,9.63%,$160.48,11.05879518,"$63,500.00",22.37%,727,701-750,2670,"$3,649.00",28.50%,1,0,0,0,,,,
1,Debt Consolidation,11.58%,$660.27,10.81985828,"$50,004.00",12.46%,772,751-800,4141,$0.00,0.00%,1,0,0,0,,,,
1,All Other,8.00%,$175.49,11.08214255,"$65,000.00",17.13%,757,751-800,6150,"$4,728.00",18.80%,1,0,0,0,,,,
1,Debt Consolidation,12.53%,$133.87,10.59663473,"$40,000.00",18.39%,687,651-700,4050,"$7,227.00",70.90%,0,0,0,0,,,,
1,Credit Card,15.05%,$86.73,11.1844214,"$72,000.00",16.30%,667,651-700,3600,"$16,242.00",95.50%,0,0,0,0,,,,
1,Debt Consolidation,9.63%,$385.14,10.46310334,"$35,000.00",15.94%,767,751-800,7140,"$12,002.00",29.40%,1,0,0,0,,,,
1,Debt Consolidation,11.89%,$331.64,11.40756495,"$90,000.00",13.95%,712,701-750,6810,"$32,678.00",75.80%,0,0,1,0,,,,
1,All Other,12.84%,$268.95,10.65140697,"$42,252.00",16.73%,682,651-700,3600,"$4,075.00",20.40%,0,0,0,0,,,,
1,Debt Consolidation,14.61%,$379.23,11.14186178,"$69,000.00",12.70%,682,651-700,10821,"$21,479.00",82.30%,0,0,0,0,,,,
1,Debt Consolidation,11.89%,$530.63,11.45105006,"$94,000.00",13.93%,717,701-750,7080,"$9,867.00",24.10%,1,0,0,0,,,,
1,Major Purchase,12.21%,$299.84,10.89049766,"$53,664.00",24.35%,702,701-750,3600,"$43,751.00",86.30%,0,0,0,0,,,,
1,All Other,10.95%,$327.14,11.15625052,"$70,000.00",0.82%,722,701-750,5985,"$2,401.00",8.10%,0,0,0,0,,,,
1,Debt Consolidation,13.79%,$204.46,11.69524702,"$120,000.00",9.74%,672,651-700,5521,"$41,042.00",82.10%,2,0,0,0,,,,
1,Debt Consolidation,11.26%,$460.09,10.49127422,"$36,000.00",22.83%,722,701-750,3570,"$10,400.00",40.20%,2,0,0,0,,,,
1,All Other,9.32%,$115.01,10.69194491,"$44,000.00",2.10%,797,751-800,5161,$0.00,0.00%,0,0,0,0,,,,
1,Home Improvement,9.63%,$112.33,10.59663473,"$40,000.00",5.31%,717,701-750,3270,"$4,199.00",27.60%,1,0,0,0,,,,
1,Small Business,15.37%,$139.39,9.61580548,"$15,000.00",15.04%,787,751-800,3870,"$1,573.00",3.50%,1,0,0,0,,,,
1,Debt Consolidation,13.16%,$489.67,10.71441777,"$45,000.00",24.91%,687,651-700,3900,"$15,134.00",74.60%,0,0,0,0,,,,
1,Debt Consolidation,11.26%,$591.54,11.1051978,"$66,516.00",10.93%,742,701-750,5550,"$29,596.00",30.80%,0,0,0,1,,,,
1,Debt Consolidation,7.88%,$187.69,10.78931908,"$48,500.00",18.09%,722,701-750,3870,"$23,919.00",67.60%,2,0,0,0,,,,
1,Debt Consolidation,12.84%,$134.48,9.340403256,"$11,389.00",11.70%,687,651-700,1710,"$3,789.00",75.80%,0,0,0,0,,,,
1,Debt Consolidation,14.74%,$172.69,10.08580911,"$24,000.00",15.05%,672,651-700,1380,"$9,802.00",63.60%,2,1,0,0,,,,
1,Debt Consolidation,12.53%,$133.87,11.09930217,"$66,125.00",3.26%,712,701-750,1740,"$3,690.00",73.80%,0,0,0,0,,,,
1,Debt Consolidation,13.47%,$463.05,10.89673933,"$54,000.00",23.29%,682,651-700,3300,"$18,749.00",61.10%,3,1,0,0,,,,
1,Debt Consolidation,10.95%,$196.29,10.04324949,"$23,000.00",8.82%,742,701-750,7320,$591.00,29.50%,0,0,0,0,,,,
1,Debt Consolidation,12.21%,$199.89,10.18111929,"$26,400.00",11.05%,687,651-700,4590,"$14,387.00",68.50%,0,0,0,1,,,,
1,Debt Consolidation,13.79%,$681.51,11.69524702,"$120,000.00",15.00%,687,651-700,7680,"$24,911.00",27.20%,1,2,0,0,,,,
1,Home Improvement,9.63%,$231.08,11.3736634,"$87,000.00",3.61%,777,751-800,4500,$0.00,0.00%,0,0,0,0,,,,
1,Credit Card,12.21%,$116.61,10.59663473,"$40,000.00",8.28%,687,651-700,5250,"$3,900.00",43.70%,0,1,0,0,,,,
1,Credit Card,12.87%,$235.44,10.81977828,"$50,000.00",16.06%,692,651-700,2940,"$19,609.00",73.70%,2,0,0,0,,,,
1,Debt Consolidation,9.63%,$320.95,10.81977828,"$50,000.00",21.89%,747,701-750,6390,"$33,895.00",33.30%,0,0,0,0,,,,
1,Major Purchase,8.00%,$125.35,11.12726298,"$68,000.00",14.19%,772,751-800,2340,$471.00,2.60%,2,0,0,0,,,,
1,Major Purchase,9.32%,$191.69,11.46468015,"$95,290.00",9.51%,742,701-750,4680,"$31,108.00",34.90%,0,0,0,1,,,,
1,Small Business,17.58%,$251.60,10.30895266,"$30,000.00",13.16%,712,701-750,2100,"$12,017.00",73.70%,1,0,0,0,,,,
1,Debt Consolidation,12.84%,$403.42,10.4341158,"$34,000.00",23.05%,687,651-700,5070,"$8,856.00",28.20%,2,2,1,0,,,,
1,Debt Consolidation,12.21%,$449.76,11.12726298,"$68,000.00",18.72%,707,701-750,3181,"$28,714.00",53.10%,0,0,0,0,,,,
1,Educational,14.11%,$201.10,9.862665558,"$19,200.00",0.56%,682,651-700,6540,$0.00,0.00%,2,0,0,0,,,,
1,All Other,8.94%,$142.98,11.51292546,"$100,000.00",9.60%,752,751-800,3894,"$50,284.00",32.60%,3,0,0,0,,,,
1,Major Purchase,9.32%,$111.82,10.79409118,"$48,732.00",8.94%,767,751-800,2070,$280.00,2.10%,0,0,0,0,,,,
1,Home Improvement,8.00%,$203.69,11.72800459,"$123,996.00",8.79%,752,751-800,7440,"$7,828.00",13.20%,3,0,0,0,,,,
1,Debt Consolidation,14.42%,$206.30,10.77895629,"$48,000.00",4.88%,662,651-700,2100,"$5,565.00",43.10%,0,0,0,0,,,,
1,All Other,13.47%,$122.13,9.61580548,"$15,000.00",15.28%,682,651-700,1410,$371.00,37.10%,1,0,0,0,,,,
1,Debt Consolidation,13.79%,$238.53,11.19134184,"$72,500.00",13.41%,682,651-700,4620,"$22,541.00",57.10%,1,0,0,0,,,,
1,Debt Consolidation,12.21%,$299.84,11.51791301,"$100,500.00",8.60%,697,651-700,5640,"$20,994.00",75.80%,1,0,0,0,,,,
1,Educational,9.32%,$255.58,10.30895266,"$30,000.00",16.80%,772,751-800,5970,"$7,590.00",25.70%,0,0,0,0,,,,
1,Home Improvement,12.53%,$227.58,11.08214255,"$65,000.00",4.10%,747,701-750,2790,$155.00,1.20%,6,0,0,1,,,,
1,Debt Consolidation,11.89%,$328.33,10.62869042,"$41,303.00",18.19%,707,701-750,3607,"$8,737.00",70.50%,0,0,0,0,,,,
1,Debt Consolidation,13.48%,$447.80,10.46310334,"$35,000.00",22.25%,687,651-700,3955,"$23,698.00",78.70%,0,0,0,0,,,,
1,Credit Card,11.26%,$87.09,10.77895629,"$48,000.00",20.80%,702,701-750,15420,"$8,129.00",63.00%,1,0,0,0,,,,
1,Debt Consolidation,11.58%,$495.21,11.19821472,"$73,000.00",10.22%,752,751-800,8400,"$16,877.00",54.40%,1,0,0,0,,,,
1,All Other,17.26%,$751.47,10.77895629,"$48,000.00",13.38%,667,651-700,5647,$0.00,0.00%,1,3,0,0,,,,
1,All Other,8.00%,$156.69,10.98860925,"$59,196.00",7.12%,752,751-800,5670,"$13,538.00",48.90%,3,0,0,0,,,,
1,All Other,8.00%,$100.28,10.30895266,"$30,000.00",2.84%,762,751-800,2550,$179.00,0.50%,1,0,0,0,,,,
1,Educational,12.84%,$268.95,9.472704636,"$13,000.00",0.00%,717,701-750,1440,$0.00,0.00%,3,0,0,1,,,,
1,Debt Consolidation,7.68%,$124.77,10.81985828,"$50,004.00",17.06%,782,751-800,4290,"$1,950.00",18.70%,3,0,0,0,,,,
1,Debt Consolidation,11.89%,$265.32,9.903487553,"$20,000.00",8.46%,712,701-750,4170,"$14,326.00",75.40%,0,0,0,0,,,,
1,All Other,12.21%,$59.97,11.00209984,"$60,000.00",19.82%,732,701-750,3720,"$16,854.00",96.30%,0,0,0,0,,,,
1,Debt Consolidation,13.16%,$337.71,10.73639668,"$46,000.00",15.47%,687,651-700,1680,"$4,351.00",33.70%,0,0,0,1,,,,
1,Debt Consolidation,14.42%,$275.07,10.89673933,"$54,000.00",7.00%,662,651-700,1950,"$14,867.00",57.60%,2,0,0,0,,,,
1,All Other,9.63%,$288.85,11.35045359,"$85,004.00",7.19%,757,751-800,2760,$11.00,0.10%,1,0,0,1,,,,
1,All Other,15.05%,$173.46,11.35040654,"$85,000.00",14.04%,672,651-700,5490,"$9,952.00",97.60%,1,0,0,0,,,,
1,Debt Consolidation,12.21%,$283.18,11.08214255,"$65,000.00",9.18%,692,651-700,1980,"$9,283.00",72.50%,0,0,0,0,,,,
1,Debt Consolidation,12.84%,$268.95,10.71441777,"$45,000.00",8.32%,712,701-750,2100,"$9,572.00",76.60%,0,0,0,0,,,,
1,Credit Card,15.68%,$700.04,11.69524702,"$120,000.00",16.77%,677,651-700,2280,"$29,799.00",53.00%,3,0,0,0,,,,
1,Home Improvement,12.84%,$282.40,11.9381932,"$153,000.00",0.39%,712,701-750,8160,"$5,714.00",28.40%,3,0,0,0,,,,
1,Debt Consolidation,8.00%,$94.01,10.30895266,"$30,000.00",10.40%,742,701-750,3810,"$8,112.00",18.20%,0,0,0,0,,,,
1,Credit Card,12.53%,$351.40,10.84941475,"$51,504.00",23.49%,697,651-700,2850,"$18,709.00",63.90%,1,0,0,0,,,,
1,All Other,14.42%,$120.34,10.22441096,"$27,568.00",14.67%,672,651-700,5250,"$10,455.00",95.30%,3,1,0,1,,,,
1,Credit Card,10.62%,$162.80,10.08580911,"$24,000.00",21.60%,707,701-750,4800,"$6,010.00",41.40%,0,1,0,0,,,,
1,Debt Consolidation,10.95%,$523.42,10.6214249,"$41,004.00",17.00%,752,751-800,4290,"$1,850.00",7.60%,1,0,0,0,,,,
1,Major Purchase,11.26%,$262.91,11.00209984,"$60,000.00",4.46%,742,701-750,2550,"$4,824.00",47.80%,2,0,0,0,,,,
1,Home Improvement,11.26%,$427.23,11.21187442,"$74,004.00",15.31%,742,701-750,5580,$957.00,16.80%,2,0,0,0,,,,
1,Debt Consolidation,11.26%,$657.27,11.40756495,"$90,000.00",12.15%,757,751-800,3780,"$5,948.00",56.60%,0,0,0,0,,,,
1,Debt Consolidation,9.63%,$385.14,11.08214255,"$65,000.00",11.76%,752,751-800,7650,"$54,707.00",50.60%,2,0,0,1,,,,
1,Debt Consolidation,12.84%,$470.66,11.88448902,"$145,000.00",8.88%,717,701-750,1110,"$2,424.00",15.60%,1,0,0,0,,,,
1,All Other,12.84%,$141.20,10.23466006,"$27,852.00",10.21%,682,651-700,4020,"$4,002.00",61.60%,2,0,0,1,,,,
1,Debt Consolidation,16.70%,$497.02,11.15625052,"$70,000.00",12.75%,707,701-750,5088,"$65,335.00",66.90%,1,0,0,0,,,,
1,Debt Consolidation,12.53%,$284.47,11.14739716,"$69,383.00",22.05%,692,651-700,7020,"$33,321.00",83.50%,1,0,0,0,,,,
1,Debt Consolidation,9.63%,$320.95,11.22524339,"$75,000.00",13.79%,737,701-750,3060,"$21,027.00",17.70%,1,0,0,0,,,,
1,All Other,12.84%,$571.51,10.16585182,"$26,000.00",7.80%,752,751-800,13140,"$77,929.00",8.30%,7,0,0,1,,,,
1,Credit Card,9.32%,$188.49,10.96819829,"$58,000.00",5.07%,737,701-750,5342,"$4,499.00",17.80%,1,0,0,0,,,,
1,Debt Consolidation,15.37%,$418.16,10.91508846,"$55,000.00",8.51%,672,651-700,4410,"$7,494.00",94.90%,1,0,0,0,,,,
1,All Other,14.74%,$207.23,9.85198371,"$18,996.00",12.32%,662,651-700,1770,"$5,825.00",48.50%,0,0,0,0,,,,
1,All Other,11.58%,$495.21,11.71177632,"$122,000.00",4.34%,727,701-750,4740,"$13,410.00",20.00%,0,0,0,0,,,,
1,All Other,15.68%,$490.03,11.66992921,"$117,000.00",6.02%,687,651-700,3240,"$7,755.00",90.20%,1,0,0,0,,,,
1,Credit Card,11.58%,$351.60,10.91508846,"$55,000.00",9.25%,717,701-750,7200,"$17,808.00",58.00%,2,0,0,0,,,,
1,Debt Consolidation,12.53%,$234.27,11.00209984,"$60,000.00",6.64%,697,651-700,5730,"$11,391.00",67.00%,1,0,0,0,,,,
1,All Other,7.68%,$155.96,10.48793532,"$35,880.00",3.65%,797,751-800,9420,"$4,787.00",10.80%,0,0,0,0,,,,
1,Credit Card,14.74%,$518.06,11.08214255,"$65,000.00",6.79%,687,651-700,2130,"$11,314.00",87.00%,2,0,0,0,,,,
1,Debt Consolidation,13.16%,$709.18,11.77528973,"$130,000.00",8.23%,702,701-750,10590,"$11,956.00",71.10%,2,0,1,0,,,,
1,Debt Consolidation,13.47%,$254.42,10.77687078,"$47,900.00",13.23%,677,651-700,3180,"$8,815.00",51.00%,1,0,0,0,,,,
1,All Other,12.84%,$47.07,8.494538501,"$4,888.00",17.68%,722,701-750,2100,$0.00,2.50%,3,0,0,0,,,,
1,Educational,13.16%,$135.09,10.30895266,"$30,000.00",4.28%,752,751-800,8280,"$2,049.00",9.10%,8,0,0,0,,,,
1,Debt Consolidation,13.16%,$337.71,11.35040654,"$85,000.00",18.31%,702,701-750,3240,"$16,528.00",22.90%,1,0,0,0,,,,
1,Credit Card,12.53%,$602.40,11.53272809,"$102,000.00",16.42%,707,701-750,7860,"$11,318.00",35.30%,0,0,0,0,,,,
1,All Other,12.21%,$266.52,10.51604813,"$36,903.00",6.21%,717,701-750,1590,"$6,883.00",65.60%,0,0,0,0,,,,
1,Educational,13.57%,$203.82,10.30895266,"$30,000.00",10.84%,677,651-700,2670,"$3,962.00",56.60%,1,0,0,0,,,,
1,Debt Consolidation,12.21%,$399.78,10.85892207,"$51,996.00",17.12%,702,701-750,4170,"$15,524.00",29.00%,0,0,0,0,,,,
1,Debt Consolidation,9.63%,$288.85,10.68051622,"$43,500.00",8.77%,737,701-750,3210,"$15,228.00",60.40%,1,0,0,0,,,,
1,Debt Consolidation,13.16%,$371.48,10.91501573,"$54,996.00",7.62%,682,651-700,2670,"$10,756.00",69.80%,0,0,0,0,,,,
1,Debt Consolidation,15.37%,$261.35,10.71441777,"$45,000.00",15.84%,662,651-700,3210,"$5,015.00",85.00%,0,0,0,0,,,,
1,Major Purchase,12.18%,$266.40,10.75790288,"$47,000.00",2.32%,762,751-800,4474,"$7,470.00",38.30%,1,0,0,0,,,,
1,Credit Card,9.32%,$153.35,11.27720313,"$79,000.00",17.26%,742,701-750,5160,"$22,101.00",26.80%,0,0,0,0,,,,
1,Small Business,20.11%,$623.40,11.00209984,"$60,000.00",21.34%,662,651-700,3960,"$13,337.00",59.00%,0,1,1,1,,,,
1,Debt Consolidation,13.79%,$391.87,10.6454249,"$42,000.00",10.89%,687,651-700,3660,"$11,637.00",91.60%,1,0,0,0,,,,
1,Credit Card,11.26%,$394.36,10.71441777,"$45,000.00",17.39%,722,701-750,2700,"$5,079.00",14.80%,2,0,0,0,,,,
1,Debt Consolidation,10.95%,$327.14,10.81977828,"$50,000.00",22.46%,727,701-750,4170,"$10,593.00",37.20%,0,0,0,0,,,,
1,Major Purchase,14.11%,$328.60,11.40756495,"$90,000.00",12.72%,667,651-700,5310,"$11,265.00",39.00%,0,2,0,0,,,,
1,Debt Consolidation,11.26%,$230.05,10.98778115,"$59,147.00",18.20%,712,701-750,7470,"$42,157.00",86.60%,1,0,0,0,,,,
1,Debt Consolidation,9.63%,$224.66,10.81977828,"$50,000.00",12.77%,727,701-750,7320,"$13,539.00",68.70%,0,0,0,0,,,,
1,Home Improvement,9.63%,$365.88,11.8277362,"$137,000.00",4.21%,807,801-850,4260,"$58,518.00",0.00%,1,0,0,0,,,,
1,Debt Consolidation,10.95%,$327.14,10.81977828,"$50,000.00",8.90%,727,701-750,3180,"$6,048.00",26.80%,1,0,0,0,,,,
1,Debt Consolidation,15.05%,$312.23,11.0390102,"$62,256.00",11.30%,662,651-700,1770,"$12,842.00",61.70%,2,0,0,0,,,,
1,Debt Consolidation,14.74%,$690.74,12.00150548,"$163,000.00",10.20%,712,701-750,3960,"$106,181.00",94.10%,0,1,0,0,,,,
1,Small Business,15.31%,$417.79,11.20582949,"$73,558.00",10.39%,742,701-750,2786,"$2,577.00",6.30%,1,0,0,0,,,,
1,Debt Consolidation,10.95%,$314.06,11.94475983,"$154,008.00",8.75%,732,701-750,3120,"$33,147.00",34.90%,2,0,0,0,,,,
1,Debt Consolidation,16.00%,$351.58,11.35040654,"$85,000.00",8.60%,672,651-700,5220,"$9,132.00",36.50%,2,0,0,0,,,,
1,Credit Card,11.89%,$182.41,10.66895539,"$43,000.00",17.94%,697,651-700,2820,"$5,668.00",76.60%,3,1,0,0,,,,
1,All Other,9.63%,$353.04,10.83958091,"$51,000.00",19.48%,737,701-750,2910,"$1,100.00",7.70%,1,0,0,0,,,,
1,All Other,11.26%,$427.23,11.3736634,"$87,000.00",18.36%,732,701-750,2070,"$5,730.00",10.80%,1,0,0,0,,,,
1,Debt Consolidation,11.89%,$782.67,10.91501573,"$54,996.00",16.21%,737,701-750,5010,"$29,276.00",71.50%,0,0,0,0,,,,
1,Debt Consolidation,11.89%,$265.32,10.59663473,"$40,000.00",15.69%,717,701-750,2640,"$7,131.00",93.80%,0,0,0,0,,,,
1,Debt Consolidation,7.40%,$139.77,11.37198383,"$86,854.00",14.18%,797,751-800,4940,"$5,254.00",11.60%,0,0,0,0,,,,
1,All Other,11.89%,$497.46,11.18996158,"$72,400.00",11.85%,752,751-800,2160,"$1,281.00",2.30%,4,0,0,0,,,,
1,Debt Consolidation,11.14%,$173.86,11.51292546,"$100,000.00",8.47%,742,701-750,4896,"$73,258.00",89.90%,1,0,0,0,,,,
1,Debt Consolidation,9.63%,$481.42,10.87812266,"$53,004.00",10.87%,782,751-800,6540,"$17,040.00",39.40%,2,0,0,0,,,,
1,Debt Consolidation,14.11%,$444.98,11.09741002,"$66,000.00",17.51%,682,651-700,5670,"$22,388.00",91.30%,3,2,0,0,,,,
1,Debt Consolidation,13.16%,$439.02,10.81977828,"$50,000.00",9.53%,687,651-700,1860,"$13,472.00",80.70%,0,0,0,0,,,,
1,Debt Consolidation,12.53%,$589.01,11.05564061,"$63,300.00",10.05%,737,701-750,6030,"$51,054.00",58.80%,1,0,0,0,,,,
1,Debt Consolidation,13.16%,$351.21,11.35040654,"$85,000.00",6.73%,682,651-700,4290,"$4,611.00",30.70%,0,1,0,0,,,,
1,All Other,9.32%,$47.93,10.81552927,"$49,788.00",18.20%,722,701-750,3720,"$1,498.00",6.70%,1,0,0,0,,,,
1,Credit Card,18.53%,$910.44,11.69524702,"$120,000.00",24.97%,672,651-700,4290,"$96,565.00",88.90%,0,0,0,0,,,,
1,Debt Consolidation,13.16%,$405.25,11.2185544,"$74,500.00",18.22%,697,651-700,4561,"$10,157.00",63.90%,1,0,0,1,,,,
1,Debt Consolidation,11.83%,$308.15,11.40756495,"$90,000.00",4.12%,722,701-750,3150,"$1,067.00",46.40%,1,0,0,0,,,,
1,Debt Consolidation,11.58%,$445.69,10.84450992,"$51,252.00",15.34%,717,701-750,2820,"$13,582.00",51.10%,2,0,0,0,,,,
1,Debt Consolidation,11.89%,$663.28,11.1844214,"$72,000.00",14.12%,727,701-750,3210,"$20,979.00",68.60%,0,0,0,0,,,,
1,Debt Consolidation,16.32%,$529.71,11.60823564,"$110,000.00",10.37%,662,651-700,3360,"$14,517.00",91.30%,2,0,1,0,,,,
1,Educational,12.53%,$167.34,10.37349118,"$32,000.00",11.81%,682,651-700,5130,"$1,278.00",63.90%,1,1,0,0,,,,
1,Debt Consolidation,14.26%,$171.53,10.81985828,"$50,004.00",18.57%,667,651-700,4620,"$10,883.00",27.20%,2,0,0,0,,,,
1,Debt Consolidation,10.95%,$323.87,10.57131693,"$39,000.00",14.65%,727,701-750,2400,"$10,299.00",39.90%,0,0,0,0,,,,
1,Debt Consolidation,14.11%,$136.92,11.15619338,"$69,996.00",2.43%,682,651-700,1110,"$4,177.00",41.40%,2,0,0,0,,,,
1,Debt Consolidation,11.89%,$198.99,10.77895629,"$48,000.00",23.55%,712,701-750,1890,"$4,659.00",41.60%,0,0,0,0,,,,
1,Small Business,18.53%,$538.98,11.00209984,"$60,000.00",1.58%,717,701-750,3390,"$8,476.00",66.70%,1,0,0,1,,,,
1,All Other,10.95%,$196.29,11.12732181,"$68,004.00",21.33%,717,701-750,5640,"$27,411.00",42.40%,2,0,0,0,,,,
1,All Other,15.37%,$174.24,11.08214255,"$65,000.00",4.23%,677,651-700,3870,"$5,239.00",22.60%,1,1,0,0,,,,
1,Debt Consolidation,11.14%,$519.94,11.2697195,"$78,411.00",9.50%,762,751-800,7721,"$13,405.00",23.70%,3,0,0,1,,,,
1,Major Purchase,15.05%,$104.08,10.81977828,"$50,000.00",14.93%,687,651-700,5640,"$3,149.00",98.40%,0,0,0,0,,,,
1,Debt Consolidation,12.21%,$333.15,10.54534144,"$38,000.00",7.14%,702,701-750,3181,"$5,520.00",13.60%,1,0,0,0,,,,
1,Debt Consolidation,12.53%,$334.67,11.17071681,"$71,020.00",9.80%,707,701-750,5130,"$11,437.00",35.40%,2,1,0,0,,,,
1,Small Business,16.95%,$356.27,10.83958091,"$51,000.00",23.53%,702,701-750,4410,"$19,230.00",44.40%,3,0,0,0,,,,
1,Debt Consolidation,16.00%,$703.15,11.23843599,"$75,996.00",23.57%,697,651-700,4650,"$22,037.00",99.30%,1,0,0,0,,,,
1,Educational,12.21%,$399.78,11.55214618,"$104,000.00",8.75%,707,701-750,6600,"$5,199.00",12.50%,1,1,0,0,,,,
1,All Other,7.37%,$108.66,10.70315458,"$44,496.00",13.89%,787,751-800,5340,"$5,284.00",7.00%,2,0,0,0,,,,
1,Debt Consolidation,9.63%,$449.32,11.15016059,"$69,575.00",14.57%,762,751-800,15120,"$14,992.00",34.60%,0,0,0,0,,,,
1,Educational,11.14%,$164.02,11.15625052,"$70,000.00",14.52%,717,701-750,3669,"$4,093.00",17.10%,2,0,0,0,,,,
1,Debt Consolidation,12.53%,$284.47,10.1266311,"$25,000.00",18.72%,687,651-700,1980,"$13,604.00",52.50%,0,0,0,0,,,,
1,Debt Consolidation,11.58%,$561.23,11.12198437,"$67,642.00",11.82%,727,701-750,6540,"$21,676.00",62.10%,0,0,0,0,,,,
1,Debt Consolidation,9.32%,$460.04,11.32055357,"$82,500.00",4.29%,772,751-800,5760,"$4,554.00",9.40%,2,0,0,0,,,,
1,Major Purchase,7.68%,$109.17,10.96819829,"$58,000.00",15.89%,752,751-800,15360,"$17,771.00",37.20%,0,0,0,0,,,,
1,Debt Consolidation,11.58%,$429.18,11.15619338,"$69,996.00",18.22%,712,701-750,4530,"$24,893.00",69.90%,1,0,0,0,,,,
1,All Other,12.84%,$268.95,10.30895266,"$30,000.00",4.28%,687,651-700,4950,"$1,602.00",76.30%,0,0,0,0,,,,
1,Debt Consolidation,11.26%,$709.85,11.40756495,"$90,000.00",7.91%,752,751-800,4800,"$16,249.00",72.50%,1,0,0,1,,,,
1,Debt Consolidation,13.47%,$67.85,10.14643373,"$25,500.00",14.64%,667,651-700,6810,"$11,821.00",33.70%,0,1,0,0,,,,
1,All Other,10.95%,$32.72,10.37967204,"$32,198.40",15.43%,717,701-750,3900,$0.00,0.00%,0,0,0,0,,,,
1,Credit Card,14.11%,$189.98,10.81977828,"$50,000.00",21.58%,667,651-700,3120,"$13,594.00",63.50%,2,0,0,0,,,,
1,Credit Card,11.83%,$424.12,10.7063856,"$44,640.00",10.65%,717,701-750,3965,"$9,294.00",19.30%,2,0,0,0,,,,
1,All Other,11.48%,$327.22,10.71441777,"$45,000.00",12.67%,732,701-750,2913,$696.00,2.70%,3,1,0,0,,,,
1,Credit Card,12.84%,$363.08,10.77895629,"$48,000.00",22.45%,687,651-700,8220,"$15,260.00",77.90%,0,0,1,0,,,,
1,All Other,13.16%,$42.22,9.574983486,"$14,400.00",21.33%,667,651-700,2040,"$1,638.00",71.20%,1,1,0,1,,,,
1,Home Improvement,8.00%,$313.37,11.40756495,"$90,000.00",4.07%,777,751-800,5160,"$2,881.00",14.20%,0,0,0,0,,,,
1,Credit Card,8.00%,$313.37,11.32659589,"$83,000.00",8.79%,777,751-800,6120,"$1,226.00",6.80%,3,0,0,0,,,,
1,Debt Consolidation,9.32%,$351.42,11.56171563,"$105,000.00",4.33%,747,701-750,4620,"$5,297.00",20.20%,1,0,0,0,,,,
1,Home Improvement,11.83%,$463.88,10.96819829,"$58,000.00",8.23%,742,701-750,2153,$0.00,0.00%,2,0,0,0,,,,
1,Credit Card,12.21%,$133.26,10.57131693,"$39,000.00",24.98%,692,651-700,1860,"$6,714.00",57.90%,1,0,0,1,,,,
1,Debt Consolidation,13.22%,$243.37,10.59663473,"$40,000.00",22.77%,692,651-700,1751,"$9,325.00",63.90%,1,0,0,0,,,,
1,Debt Consolidation,9.63%,$385.14,11.15625052,"$70,000.00",8.86%,757,751-800,4860,"$14,745.00",34.60%,2,0,0,0,,,,
1,Small Business,19.79%,$287.20,10.87804719,"$53,000.00",15.26%,692,651-700,3510,"$11,835.00",98.60%,1,0,0,1,,,,
1,Debt Consolidation,9.63%,$144.43,11.05089001,"$63,000.00",13.33%,732,701-750,2130,"$4,004.00",17.80%,3,0,0,0,,,,
1,Educational,11.89%,$165.82,10.30895266,"$30,000.00",18.20%,732,701-750,1800,"$1,984.00",24.80%,0,0,0,1,,,,
1,Debt Consolidation,14.11%,$316.62,10.34174248,"$31,000.00",19.90%,667,651-700,4950,$978.00,27.20%,0,3,0,0,,,,
1,Debt Consolidation,13.79%,$204.46,11.15625052,"$70,000.00",7.99%,672,651-700,8160,"$7,635.00",88.80%,1,0,1,0,,,,
1,All Other,7.37%,$99.35,10.50506754,"$36,500.00",18.15%,797,751-800,7620,"$19,617.00",24.00%,0,0,0,0,,,,
1,Credit Card,8.00%,$219.36,11.08521475,"$65,200.00",10.25%,757,751-800,3990,"$15,223.00",25.80%,1,0,0,0,,,,
1,All Other,9.63%,$320.95,10.68510338,"$43,700.00",1.35%,737,701-750,7560,"$1,876.00",12.30%,2,0,0,1,,,,
1,Credit Card,12.84%,$504.27,11.46163217,"$95,000.00",9.75%,697,651-700,7920,"$33,981.00",77.10%,0,0,1,1,,,,
1,Major Purchase,9.32%,$281.14,10.07744086,"$23,800.00",2.37%,782,751-800,4230,"$1,483.00",5.30%,2,0,0,0,,,,
1,All Other,9.63%,$256.76,10.77895629,"$48,000.00",9.20%,762,751-800,2310,"$5,060.00",19.50%,0,0,0,0,,,,
1,All Other,13.57%,$628.42,11.27720313,"$79,000.00",10.68%,707,701-750,4466,"$6,495.00",42.70%,1,1,0,0,,,,
1,Home Improvement,10.95%,$278.07,10.6454249,"$42,000.00",0.43%,817,801-850,4980,$84.00,0.50%,0,0,0,0,,,,
1,All Other,8.00%,$47.01,11.05089001,"$63,000.00",16.90%,732,701-750,2550,"$5,848.00",44.60%,1,0,0,0,,,,
1,Debt Consolidation,11.89%,$165.82,10.81977828,"$50,000.00",2.50%,772,751-800,3150,"$5,108.00",33.60%,0,0,0,0,,,,
